iter	RMSE
305	0.4106579684
306	0.4104180112
307	0.410162561
308	0.410026134
309	0.4097125022
310	0.4094235166
311	0.4092633692
312	0.4091121376
313	0.4089804223
314	0.4088621272
315	0.4086449213
316	0.4084015223
317	0.4081589796
318	0.4079749076
319	0.4076796411
320	0.4073432395
321	0.4070578503
322	0.4066572522
323	0.4065717225
324	0.4063164555
325	0.4060787698
326	0.405741429
327	0.4054853654
328	0.4053073772
329	0.4051277899
330	0.405002651
331	0.404727144
332	0.4044800097
333	0.4043869198
334	0.4040024049
335	0.4037591616
336	0.40359587
337	0.4034184268
338	0.4032347382
339	0.4029664225
340	0.402775803
341	0.4023895667
342	0.4022228925
343	0.4020061358
344	0.4017408516
345	0.4015518757
346	0.401414744
347	0.40082661
348	0.4006039512
349	0.4003140794
350	0.4000440004
351	0.3994226616
352	0.3991734361
353	0.3989191433
354	0.3988004352
355	0.3986222734
356	0.3984261387
357	0.3982587134
358	0.3981355348
359	0.397848219
360	0.3976202286
361	0.3974487358
362	0.3969795435
363	0.3966328934
364	0.3964581963
365	0.3963150456
366	0.3960058027
367	0.3958386
368	0.3956428732
369	0.3954904988
370	0.3953053487
371	0.3950986033
372	0.3947633072
373	0.3945909769
374	0.3944129302
375	0.3942276385
376	0.3940401133
377	0.3939086219
378	0.3933430086
379	0.3931442193
380	0.3929979484
381	0.3929269039
382	0.3926847175
383	0.3924704367
384	0.3922424269
385	0.3921104099
386	0.3918502772
387	0.3917129497
388	0.3915580221
389	0.3912913908
390	0.3909930205
391	0.3908616203
392	0.3906675447
393	0.3905004246
394	0.390351059
395	0.3901848258
396	0.3898660075
397	0.3896136356
398	0.3894913289
399	0.3893832807
400	0.3890490449
401	0.3888006206
402	0.3885568609
403	0.388391861
404	0.3882069118
405	0.3880291796
406	0.3877875724
407	0.3876942144
408	0.3874185456
409	0.3872632904
410	0.3871458176
411	0.3869726224
412	0.386849308
413	0.3866998346
414	0.3866095054
415	0.3863906016
416	0.3861596961
417	0.3859435019
418	0.3857706472
419	0.3855209355
420	0.3852374263
421	0.3849165056
422	0.3847225923
423	0.3845071533
424	0.3844432788
425	0.3842196455
426	0.3841035118
427	0.3840062384
428	0.3838040961
429	0.3836154866
430	0.3833328512
431	0.3828784461
432	0.3826162088
433	0.3824038307
434	0.3822373816
435	0.3819139173
436	0.3817176961
437	0.3815326828
438	0.381447988
439	0.3812552508
440	0.3810958267
441	0.380941474
442	0.3808329888
443	0.3806402406
444	0.3804857007
445	0.3801983271
446	0.3800019504
447	0.3798782543
448	0.3796862684
449	0.3795159153
450	0.3793879587
451	0.3791423775
452	0.3790000247
453	0.3787289142
454	0.3785862336
455	0.37841947
456	0.3783173735
457	0.3779579884
458	0.3776704386
459	0.3774668307
460	0.3771438856
461	0.3770331993
462	0.3767941875
463	0.376679202
464	0.3764892578
465	0.3763287461
466	0.3761541598
467	0.3759628963
468	0.375775134
469	0.3756540722
470	0.3754859295
471	0.3753333314
472	0.375202113
473	0.3750003382
474	0.3748259053
475	0.374634592
476	0.3744943986
477	0.3742354316
478	0.3741101256
479	0.3738723442
480	0.3736234849
481	0.3734341438
482	0.3731528524
483	0.3730289036
484	0.3725821605
485	0.3724694542
486	0.3721599908
487	0.3719687662
488	0.3718382198
489	0.3716258181
490	0.3714604026
491	0.3713566113
492	0.3712374106
493	0.3711225054
494	0.3710299317
495	0.3708863991
496	0.3707020454
497	0.3705022794
498	0.3702114514
499	0.370047694
500	0.3698392449
501	0.3697443219
502	0.3695507201
503	0.3694340752
504	0.3692919418
505	0.3690801495
506	0.3689169937
507	0.3687870846
508	0.3685170702
509	0.368327914
510	0.3682210819
511	0.3680180001
512	0.3678785048
513	0.3677730863
514	0.3675106195
515	0.3673257388
516	0.3671068073
517	0.3669595767
518	0.3668088064
519	0.3667170323
520	0.3666069144
521	0.3663770899
522	0.3662338055
523	0.3661197274
524	0.3659584259
525	0.3657403817
526	0.3656380284
527	0.3654773197
528	0.3652975962
529	0.36501503
530	0.3648761066
531	0.3647439964
532	0.3645839397
533	0.3644808214
534	0.3643508903
535	0.3642361722
536	0.3640862979
537	0.3639633514
538	0.3636590852
539	0.3635176941
540	0.3632577133
541	0.3631299738
542	0.3629532742
543	0.3628738233
544	0.3626218597
545	0.3624791912
546	0.3623243681
547	0.3621656854
548	0.3620146797
549	0.3617759068
550	0.361630785
551	0.36149105
552	0.3613277742
553	0.3611230547
554	0.3609738466
555	0.3607904841
556	0.3606475094
557	0.3604808661
558	0.360322431
559	0.3601454517
560	0.3598941819
561	0.3597920343
562	0.3596705773
563	0.3595213074
564	0.3594136186
565	0.3592510889
566	0.3591329289
567	0.3590504196
568	0.3590118278
569	0.3588487769
570	0.3587747317
571	0.3585175388
572	0.3584036503
573	0.3582360873
574	0.3580935378
575	0.3578239513
576	0.3577110744
577	0.3575709921
578	0.3574423645
579	0.3573247756
580	0.3572047586
581	0.3570219701
582	0.3568960168
583	0.3567690912
584	0.3565964443
585	0.3565379345
586	0.3562716917
587	0.3561647255
588	0.3560302005
589	0.3558812286
590	0.3558207552
591	0.3557257962
592	0.3554982776
593	0.355348743
594	0.3551897354
595	0.3550660787
596	0.3549167436
597	0.3547860117
598	0.3547069216
599	0.3545954935
600	0.3544497816
601	0.3542513923
602	0.3540483844
603	0.353958882
604	0.3538825533
605	0.353653583
606	0.3535847878
607	0.3534225915
608	0.3532851602
609	0.3530779524
610	0.3529540025
611	0.3528712921
612	0.3526807999
613	0.3525621498
614	0.3524850682
615	0.3523788944
616	0.3522675639
617	0.3521119543
618	0.3519455649
619	0.3518901146
620	0.351763937
621	0.3516896458
622	0.3514836123
623	0.3513876576
624	0.3512448512
625	0.3511455888
626	0.3509536414
627	0.3507365131
628	0.3506312295
629	0.3505259627
630	0.3503101579
631	0.3500693652
632	0.3499454123
633	0.3496539867
634	0.3494871034
635	0.3493518903
636	0.3492648842
637	0.3492604075
638	0.3490547662
639	0.3489472547
640	0.3488762871
641	0.3487313409
642	0.3485444891
643	0.3484052045
644	0.3483039326
645	0.3481412546
646	0.348010662
647	0.3478763802
648	0.3477996203
649	0.3476797251
650	0.3475321922
651	0.3474483281
652	0.3473418621
653	0.3472723003
654	0.3471604064
655	0.3469677457
656	0.3469635421
657	0.3468304304
658	0.346729227
659	0.3466184532
660	0.3465049291
661	0.3462799033
662	0.3461942754
663	0.3460262691
664	0.3458559886
665	0.3457649938
666	0.3456000154
667	0.3454443109
668	0.3452810514
669	0.3451777659
670	0.3450394871
671	0.3448434364
672	0.344839547
673	0.3447635058
674	0.3446859865
675	0.3445197129
676	0.3443906961
677	0.344287165
678	0.3442181132
679	0.3441078817
680	0.3440384178
681	0.3438720611
682	0.3437344356
683	0.343584834
684	0.3435811002
685	0.3434901731
686	0.3434081798
687	0.3433345786
688	0.3431430848
689	0.3430325722
690	0.3429079128
691	0.3427854579
692	0.342759962
693	0.3427565302
694	0.3425914506
695	0.3424544098
696	0.3423605457
697	0.3422514132
698	0.3421596899
699	0.3421479088
700	0.3421307408
701	0.3421156485
702	0.3420294404
703	0.3419241119
704	0.3418668881
705	0.3417216778
706	0.34154109
707	0.341469492
708	0.3413376704
709	0.3411140604
710	0.3410058234
711	0.3409805946
712	0.3407855736
713	0.3407408853
714	0.3403959713
715	0.3402813754
716	0.3401506933
717	0.3400105277
718	0.3398915438
719	0.3397707205
720	0.339586826
721	0.3394478202
722	0.3394034798
723	0.3393844159
724	0.3392621701
725	0.3391733394
726	0.3391056332
727	0.3390867949
728	0.3390663062
729	0.3389160628
730	0.3387820702
731	0.3386301007
732	0.3386218206
733	0.3385377834
734	0.3384238218
735	0.3383587167
736	0.3382463407
737	0.3382344215
738	0.3381375594
739	0.3379871369
740	0.3378448414
741	0.337765909
742	0.3376343906
743	0.3375705667
744	0.337559926
745	0.3375519127
746	0.337339161
747	0.3372280805
748	0.3370893169
749	0.3369746764
750	0.3369102887
751	0.3368540211
752	0.3367588011
753	0.3366674332
754	0.336606507
755	0.3365334722
756	0.3363167574
757	0.3362185536
758	0.3361790973
759	0.3361223196
760	0.3360292558
761	0.335959536
762	0.3358785253
763	0.3356700882
764	0.3355287319
765	0.3354380302
766	0.3352986216
767	0.3352130929
768	0.3351584681
769	0.3349405225
770	0.3348167273
771	0.3347550567
772	0.3346783849
773	0.3346266884
774	0.3344293454
775	0.3343697791
776	0.3342322989
777	0.334097655
778	0.333999381
779	0.3338270746
780	0.3336696144
781	0.3335338476
782	0.3334727796
783	0.3332935959
784	0.3331147257
785	0.3330367642
786	0.332899991
787	0.3327519374
788	0.332667405
789	0.3325248385
790	0.3324421869
791	0.3323826244
792	0.3322819596
793	0.3322263083
794	0.3320675259
795	0.3318948347
796	0.3318110089
797	0.3316633943
798	0.3315635209
799	0.3314385007
800	0.3313493102
801	0.3312962272
802	0.3311687273
803	0.3311138835
804	0.3310241776
805	0.3309604143
806	0.3309084757
807	0.3307764592
808	0.3306294311
809	0.3305568963
810	0.3305048573
811	0.3304151198
812	0.3300745285
813	0.3299301321
814	0.329831724
815	0.329739372
816	0.3296439348
817	0.3295618565
818	0.3295188721
819	0.3294672699
820	0.3292891707
821	0.3292074152
822	0.3291599092
823	0.3291270653
824	0.3289326457
825	0.3288183538
826	0.3286901181
827	0.3286069554
828	0.3285135127
829	0.3283296969
830	0.3281870812
831	0.3281263447
832	0.3280746102
833	0.3280261157
834	0.3279412365
835	0.3278948669
836	0.3277830061
837	0.3277024175
838	0.3276255813
839	0.3275320469
840	0.3274065732
841	0.3272947811
842	0.3272486421
843	0.327141564
844	0.3269940092
845	0.3268822369
846	0.3268175787
847	0.3266801518
848	0.3266213529
849	0.3265411743
850	0.326324775
851	0.3262719013
852	0.3262002914
853	0.3260943829
854	0.3260471215
855	0.3258700963
856	0.3257155263
857	0.325575237
858	0.3254700766
859	0.3254117964
860	0.3253284052
861	0.3251731796
862	0.3251216195
863	0.3250501647
864	0.3249691681
865	0.324889536
866	0.3247802963
867	0.3247008714
868	0.3246184406
869	0.3245942108
870	0.3244748421
871	0.3243946111
872	0.3243160352
873	0.3241785393
874	0.3240563469
875	0.324009449
876	0.3238553541
877	0.3237463453
878	0.3236672015
879	0.3235898889
880	0.3235074838
881	0.3234253477
882	0.323295813
883	0.3232019776
884	0.3231139164
885	0.3230623365
886	0.3229499826
887	0.3228480168
888	0.322724132
889	0.3226813525
890	0.3226118329
891	0.3224449739
892	0.3223136232
893	0.3222507554
894	0.3221435738
895	0.322050825
896	0.3219514401
897	0.3218513813
898	0.3218106254
899	0.3217234544
900	0.3216352417
901	0.3215356637
902	0.3214682887
903	0.3214373385
904	0.321378422
905	0.3213432533
906	0.3212554082
907	0.3211512741
908	0.3211212117
909	0.3210427449
910	0.3209434362
911	0.3209089561
912	0.3208627695
913	0.3207887536
914	0.3206878202
915	0.3205463839
916	0.320422267
917	0.3203515366
918	0.3203293876
919	0.3201748729
920	0.3201088913
921	0.3200591901
922	0.3199060192
923	0.319784802
924	0.3197184483
925	0.3195279173
926	0.3194619526
927	0.3193952011
928	0.3192631236
929	0.3192214756
930	0.3191510865
931	0.3190617447
932	0.3188510561
933	0.3187755881
934	0.3187164963
935	0.3186394014
936	0.3185276282
937	0.318401665
938	0.318323676
939	0.318211385
940	0.3181610816
941	0.3181229747
942	0.318046148
943	0.3180241616
944	0.3178531327
945	0.3178039495
946	0.3177389824
947	0.3176822171
948	0.3176172576
949	0.317530919
950	0.3173499691
951	0.3172707546
952	0.3172317497
953	0.317166375
954	0.3171030195
955	0.3169925838
956	0.3169424857
957	0.3168810906
958	0.3168651065
959	0.3167919498
960	0.3167095897
961	0.3165888534
962	0.3165568468
963	0.3164018772
964	0.3163283802
965	0.3162546186
966	0.3162146751
967	0.316117979
968	0.3159798324
969	0.3159418637
970	0.3158471611
971	0.3157703548
972	0.3156238408
973	0.3156098196
974	0.3155319565
975	0.3154170857
976	0.315385387
977	0.3153165923
978	0.315247238
979	0.3151061719
980	0.3149690619
981	0.3148319774
982	0.3147027024
983	0.314569768
984	0.3145054097
985	0.3144568675
986	0.3144138812
987	0.3143619684
988	0.3142885121
989	0.3141732449
990	0.3140757326
991	0.3139742586
992	0.313896426
993	0.3138112825
994	0.3137269133
995	0.3135915382
996	0.313507274
997	0.3134045806
998	0.3132224713
999	0.3131876044
